Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
1050,Programs designed to perform a specific task are known as:,System software,Application software,Utility programs,Operating system,B
1051,The first completely 64-bit compatible version of Android was:,Android 4.0 Ice Cream Sandwich,Android 5.0 Lollipop,Android 3.0 Honeycomb,Android 2.3 Gingerbread,B
1052,Which key on the keyboard can be used to view slide show in MS PowerPoint?,F1,F2,F3,F5,D
1053,The digital computer was invented by:,John Vincent Atanasoff,Steve Jobs,Charles babbage,James watson,A
1054,With which of the following do all formulas in Excel start?,/,*,$,=,D
1055,Which of the following can you change using the page setup dialog box?,Margins,Page orientation,Vertical alignment,All of the above,D
1056,Who invented the microprocessor?,Marcian E Hoff,Herman H Goldstein,Joseph Jacquard,All of the above,A
1057,A cell in MS Excel is activated by:,Pressing the Tab Key,Clicking the cell,Pressing an arrow key,All of these,D
1058,In what respect are human beings superior to computers:,Diligence,Intelligence,Slavery,Reliability,B
1059,The word wrap feature:,Automatically moves text to the next line when necessary,Appears all the bottom of the document,Allows you to type over text,Is the short horizontal line indicating the end of the document,A
1060,The topic of the email is called:,Subject,Message body,Recipient,None of these,A
1061,Which keystroke is used for updating a field in Ms Word?,F6,F9,F11,F12,B
1062,Memory which contains information on a computer and cannot be changed is:,RAM,ROM,ERAM,None of these,B
1063,Which among the following is not a page margin?,Right,Centre,Left,None of the above,B
1064,The margin that is added to the binding side of the page when printing is called:,Left margin,Gutter margin,Extended margin,None of these,B
1065,Who among the following is the founder of Microsoft?,Charles Babbage,Bill Gates,Elon Musk,None of these,B
1066,"The boxes that are displayed to indicate that the text, pictures, or objects are placed in it are called:",Placeholder,Auto text,Text box,Word art,A
1067,Which file is responsible to start MS Power point?,Ppt.exe,Powerpnt.exe,Mspoint.exe,None of these,B
1068,"What feature enables drawing decorative text with graphics effects such as skewing, shadowing, rotating, and stretching in a variety of shapes and colors with three- dimensional effects in an MS Word document?",Font effects,Clip Art,WordArt,SmartArt,C
1069,"In MS Word, Ctrl+E is used to align the text to the ___ of a paragraph.",Left,Center,Right,None of these,B
1070,Which type of computer program would be used to design an invitation card?,Word processing,Simulation,Desktop publishing,Virtual reality,C
1071,The shortcut key for the next slide is?,Dot,Space,Page up,Ctrl+F4,B
1072,The author or reviewer adds annotation as:,Header,Footer,Footnote,Comment,D
1073,All replied emails are stored in ______.,Drafts,Inbox,Sent,Trash,C
1074,The system unit of a personal computer typically contains all of the following except:,Microprocessor,Disk controller,Serial interface,Modem,D
1075,Errors from computer hardware and software can be identified and removed by the process of:,Interface,Debugging,Formatting,Flip Flop,B
1076,Which among following is not associated with the spelling dialogue box?,Edit,Ignore,Ignore All,Change,A
1077,What is the function of the Recycle Bin?,Store deleted file,Store corrupt file,Store temporary file,Store document file,A
1078,"This displays the positioning of text, tabs, margins, indents, and other elements on the page.",Ruler,Status Bar,Document window,Cursor,A
1079,Which type of computers are generally the largest in physical size and possess the highest processing power?,Mainframe computer,Microcomputer,Super Computer,None of these,C
1080,The communication protocol used by the Internet is:,HTTP,WWW,TCP/IP,FTP,C
1081,The smallest unit of data in a computer is:,Bit,Kilobit,Terabyte,Byte,A
1082,"""Ctrl + Home"" is used to ____.",Moves the cursor to the beginning of Document,Moves the cursor to the beginning of Paragraph,Moves the cursor to the beginning of Page,Moves the cursor to the beginning of Line,A
1083,The output shown on the computer monitor is called:,Hard copy,Soft copy,Carbon copy,None of these,B
1084,Which of the key is used to close the active window?,Alt+F4,Esc+F4,Ctrl+F4,Alt+F5,A
1085,"When you insert a picture into a document, the default text wrapping option is:",Line with Text,None,Tight,Square,A
1086,The default Font Size In MS Office 2007 is:,12 ppt,11 ppt,13 ppt,14 ppt,B
1087,Home key used for:,Moves the cursor beginning of the document,Moves the cursor beginning of the paragraph,Moves the cursor beginning of the screen,Moves the cursor beginning of the line,D
1088,Which of the following is a volatile memory?,ROM,BIOS,PROM,RAM,D
1089,A single page of a PowerPoint presentation is called a ____?,Slide,Document,Media,Movie,A
1090,"In a Windows PC, Ctrl+Y in Microsoft PowerPoint is the shortcut for:",Redoing,Undoing,Yosernite,Yearwise arrangement,A
1091,A magnetic disk is an example of:,Secondary memory,Primary memory,Main memory,Both (1) and (2),A
1092,"YouTube, a video surfing and sharing website, was founded in the year ____.",2004,2005,2006,2007,B
1093,How many bytes are in one kilobyte?,524,1024,1224,1624,B
1094,Which of the following shortcut key is used to close a tab on a browser:,Ctrl+X,Ctrl+W,Alt+F4,Shift+F4,B
1095,Computer at home can be used to perform:,Record keeping,Watching movies and games,Making budgets,All of these,D
1096,In which view will background color not be visible?,Print Layout View,Web Layout View,Reading View,Print Preview,D
1097,"To get connected with the internet, what is to be connected?",Modem,Satellite adapter,Both A and B,None of these,A
1098,What is the name of the operating system that reads and reacts in terms of actual time?,Quick response system,Real-Time System,Time sharing system,None of these,B
1099,We can remove/hide the border of a shape by selecting ________?,No line,No Outline,White line,None of these,B
1100,E-mail is a system for exchanging messages through a:,Client,Program,Backbone,Network,D
1101,MS Word offers different views of a document. How many?,2,3,4,5,D
1102,The process of starting an operating system when the user turns on a computer is known as:,Booting,Starting,Loading,Turn on,A
1103,Programs designed to perform specific tasks is known as:,System software,Application software,Utility programs,Operating system,B
1104,The data transfer rate is the amount of data that a storage device can move from the storage medium to the Computer per second.,Data migration rate,Data digitizing rate,Data transfer rate,Data access rate,C
1105,A word processor would most likely be used to do:,Type a biography,Maintain an inventory,Do a computer search in a media center,Keep an account of money spent,A
1106,Which of the following is not a valid Data Type in MS Access?,Memo,Picture,Currency,AutoNumber,B
1107,"When you insert an Excel file into a word document, the data is:",Hyperlinked,Placed in a word table,Linked,Embedded,C
1108,Information on a hard disk is usually backed up using a:,CD,Magnetic tape,Floppy disk,All of these,B
1109,Vendor-created program modifications are called:,Patches,Fixes,Antiviruses,Holes,A
1110,Which of the following is not an output device of a computer?,Printer,Keyboard,CRT Screen,None of these,B
1111,ASCII stands for:,American Standard Code for Inked Information,American Standard Code for Information Inked,American Standard Code for Information Interchange,Asian Standard Code for Information Interchange,C
1112,Ready-made templates are available under the ____ tab in the New option.,Home,File,Insert,Data,B
1113,The best way to insert a new slide in a presentation is to use the:,Normal view,Special view,Slide show view,Slide sorter view,D
1114,Printers and Monitors are common forms of:,Input Units,Output Units,Storage Units,Processing Units,B
1115,Which key is used to copy the selected text so that it can be used in another place?,Ctrl+C,Ctrl+D,Ctrl+O,Ctrl+I,A
1116,A proxy server is used for which of the following:,To provide security against unauthorized users,To process client requests for Web pages,To process client requests for database access,To provide TCP/IP,B
1117,.ppt is the extension of:,Excel,PowerPoint,Word,None of these,B
1118,Arithmetic operations are performed by:,AU,CU,ALU,LU,C
1119,Programs stored in ROM are called:,Fireware,Formware,Farmware,Firmware,D
1120,"To add two cells (A1 and A2) together in MS Excel, the ______ formula is used.",'=A1+A2,'=Add(A1+A2),'=together(A1:A2),A1 plus A2,A
1121,"In a computer spreadsheet, the cell range A3 through G3 should be keyed in as:",A3-G3,A3:G3,A3?.G3,A3 to G3,B
1122,"When using PowerPoint, to play a PowerPoint show for previewing the show, select:","View, slide sorter","View, slide","View, slide show",View outline,B
1123,Which of the following bypasses the print dialog box when printing individual slides or an entire presentation?,"File, print, preview",The print button,"File, print",None of these,D
1124,____ are used to display data:,Storage devices,Communication devices,Input devices,Output devices,D
1125,What is the shortcut key for a manual line break?,CTRL + Enter,Alt + Enter,Shift + Enter,Space + Enter,C
