Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
2275,The referendum in NWFP was held in:,in June 1947,in July 1947,in August 1947,in September 1947,B
2276,General Seats of FATA in the National Assembly are __________.,18,16,14,12,D
2277,Who was the first headmaster (Sadr-ul-Mudarrisin) of Darul Uloom Deoband?,Haji Aabid Hussain,Maulana Muhammad Yaqub Nanautawi,Maulana Zulfiqar Ali,None of these,B
2278,The demarcation line between the Republic of India and the Islamic Republic of Pakistan is known as the _________.,Durand Line,Radcliffe Line,Line of Control,None,B
2279,What type of products does the Utility Stores Corporation primarily sell?,Groceries,Seafood,Fruits,Vegetables,A
2280,How many new districts were created in 2004 in the province of Sindh?,3,4,6,7,A
2281,The power generation capacity of proposed Kalabagh dam is:,2400 MW,3600 MW,4500 MW,1100 MW,B
2282,How many seats are reserved for non-Muslims in the Balochistan Assembly?,5,3,2,None,B
2283,Which team won PSL 2019 in Karachi?,Karachi Kings,Multan Sultans,Quetta Gladiators,None of these,C
2284,Pakistan's capital was shifted from Karachi to Islamabad on:,on 1 August 1960,on 1 July 1961,on 1 August 1961,on 1 July 1960,A
2285,Who helped Liaquat Ali Khan draft the Objectives Resolution?,Pir of Manki Sharif,Maulana Shabbir Ahmad Usmani,Maulana Akram Khan,Maulana Maududi,B
2286,Pakistan receives monsoon rainfall in which months?,From June to August,From July to September,From June to September,From July to August,B
2287,Pakistan faced suicide attacks during which period?,From 2008 to 2010,From 2009 to 2011,From 2010 to 2012,From 2011 to 2013,C
2288,What is the installed generation capacity of Mangla Dam after recent upgrades?,"1,200 MW","1,100 MW","1,150 MW","1,300 MW",C
2289,"When was Abul A'la Maududi awarded a death sentence by a military court over the ""Qadiani issue""?",In March 1953,In April 1953,In May 1953,None of these,C
2290,The common value among the people of Pakistan is _________.,Dress,Language,Habits,Islam,D
2291,"Lake ""Saif-ul-Maluk"" is located in:",Balochistan,Sindh,Kaghan Valley,Swat,C
2292,Khyber is a ____.,Largest stadium,Famous building,Pass,None of these,C
2293,The National Monument of Pakistan is located in ___________.,Rawalpindi,Faisalabad,Islamabad,Lahore,C
2294,Who was the founder of the Lodhi dynasty of India (1451-1526)?,Ibrahim Lodhi,Bahlul Lodhi,Sikandar Lodhi,None of these,B
2295,Shafqat Amanat Ali's band name is:,Fuzon,Ruzon,Zuzon,None of these,A
2296,Who is the author of 'Hunter par Hunter'?,Deputy Nazir Ahmed,Sir Syed Ahmad Khan,Maulana Zafar Ali Khan,None of these,B
2297,Rohri is a city located in the district of:,"Lahore, Punjab","Sukkur, Sindh","Mardan, KPK",None of these,B
2298,The first census of Pakistan was held in:,1947,1949,1951,1956,C
2299,Nawab Waqar ul Mulk became the _______ of Aligarh Institute.,Principal,Vice Principal,Secretary,None of these,C
2300,Zia-ul-Haq was appointed as COAS by Bhutto on:,on 1st March 1976,on 1st March 1976,on 5th July 1977,on 1st September 1978,A
2301,"The first cabinet of Pakistan consisted of how many members, including the Prime Minister?",Five,Six,Seven,Nine,C
2302,Which newspaper issued by Ghulam Rasool:,Hamdard,Comrade,Inqalab,None of these,C
2303,The capacity of the Neelum-Jhelum Hydropower Plant is ___________.,960 MW,950 MW,990 MW,969 MW,D
2304,Shah Wali Ullah wrote how many books?,45,50,51,55,C
2305,Who was the last Viceroy of India?,Lord William,Lord Harding,Lord Curzon,Lord Mountbatten,D
2306,Where is First Green Field Airport?,Lahore,Islamabad,Quetta,Larkana,B
2307,The Heavy Mechanical Complex in Taxila was set up with the aid of ________.,China,Japan,USA,U.K.,A
2308,How many major barrages are there in Pakistan on the Indus River System?,19,35,56,44,A
2309,Ayub Khan was a member of the 'Ministry of Talents' in 1954. Who was the Prime Minister at that time?,Muhammad Ali Bogra,Ch. Muhammad Ali,Iskandar Mirza,Firoz Khan Noon,A
2310,JAMSHED MARKER distinguished himself in the field of:,Civil Service,Teaching,Diplomacy,Fiction writing,C
2311,Pakistan's Citizenship Act of ________ guarantees citizenship to anyone born in the country.,In 1948,In 1949,In 1951,In 1955,C
2312,Who is the owner of 'Nishat Group of Industries?,Malik Riaz,Mian Mansha,Yahya Bukhari,None of these,B
2313,"The total population of transgenders, according to the 6th Population Census of 2017 in Pakistan, is ________.",10100,10418,12121,12450,B
2314,Who administered the oath of Mr. Liaquat Ali Khan as the first Prime Minister?,Justice Abdur Rasheed,M.A. Jinnah,Sir Francis Mudie,Lord Mountbatten,B
2315,When did Shah Waliullah die?,In 1761,In 1762,In 1763,In 1764,B
2316,"The author of the book ""The Making of Modern Sindh"" is ___________.",Rasool Bux Palijo,Ibrahim Joyo,Hamida Khuhro,Amar Jalil,C
2317,Allama Iqbal gave his idea of a country for Indian Muslims in December 1930 at:,Allahabad,Lucknow,Abbottabad,Delhi,A
2318,Quaid-e-Azam addressed the Constituent Assembly for the first time on:,"on August 11, 1947","on August 14, 1947","on October 12, 1947",None of these,A
2319,The Objectives Resolution was adopted by the Constituent Assembly on _____________.,"On March 11, 1949","On March 12, 1949","On March 13, 1949","On March 14, 1949",B
2320,In which year was Pakistan Steel Mills founded at Bin Qasim?,in 1974,in 1972,in 1971,in 1973,D
2321,Who was the last Governor General and last Viceroy of British India?,Lord Elgin,Lord John Lawrence,Lord Mountbatten,Lord Canning,C
2322,"After his death in 1605, Emperor Akbar was buried in which location near Agra?",Fatehpur,Sikandra,Mehrauli,Sasaram,B
2323,When was the first postal stamp issued in Pakistan?,in 1947,in 1948,in 1949,in 1950,B
2324,President Ayub Khan set up an Agricultural Commission headed by Akhtar Hussain in October _____________.,In 1958,In 1959,In 1960,None of these,B
2325,How many seats were allocated to the Muslim League in the Viceroy's Executive Council under the 1946 interim government plan?,5,9,11,None of these,A
2326,What was the duration of the reign of Lord Minto II in the Sub-continent?,from 1901 to 1906,from 1910 to 1915,from 1905 to 1910,from 1899 to 1904,C
2327,The term and tenure of Senate membership is _____ years.,4 years,5 years,6 years,None of these,C
2328,Which city has the largest hockey stadium in Pakistan?,Karachi,Peshawar,Lahore,None of these,C
2329,"When was ""Salvation Day"" observed?","On December 21, 1939","On December 23, 1939","On December 20, 1939","On December 22, 1939",D
2330,Nanga Parbat is part of the __________.,Hindu Kush,Karakoram,Pamir,Himalayas,D
2331,Which was the first five-year plan implemented in Pakistan?,from 1950 to 1955,from 1955 to 1960,from 1960 to 1965,from 1965 to 1970,B
2332,Harappa is situated in province,Punjab,Sindh,KPK,Balochistan,A
2333,The 'Chenab Formula' to resolve the Kashmir issue was presented by:,Zulfikar Ali Bhutto,Sardar Abdul Qayyum Khan,Sheikh Abdullah,Pervez Musharraf,B
2334,"The deliberation of the ""Act of 1935"" preparation was printed over how many pages?",323,324,325,326,D
2335,The real name of Sultan Ghiyasuddin Balban was ____?,Ali Gurshasp,Ulugh Khan,Baha-ud-Din,Malik Firuz,C
2336,The first television station was set up in Lahore on _________.,"On December 26, 1964","On September 27, 1964","On October 14, 1964","On November 26, 1964",D
2337,When did the Balochistan States Union become a part of the West Pakistan province?,"On October 14, 1955","On November 14, 1955","On December 14, 1956","On January 14, 1957",A
2338,When did Pakistan join SEATO?,1947,1954,1973,None of these,B
2339,Who was the last prime minister of United Punjab?,Sir Evan Jenkins,Khizer Tiwana,Sikandar Hayat,None of these,B
2340,The foundation stone of the mausoleum of Quaid-e-Azam Mohammed Ali Jinnah was laid by Field Marshal Mohammed Ayub Khan on ________.,"On August 31, 1965","On March 30, 1960","On February 25, 1958","On July 31, 1960",D
2341,The 1st census in Pakistan was started in:,1951,1952,1953,1954,A
2342,Which is the national bird of Pakistan?,Markhor,Chukar,Parrot,Pigeon,B
2343,Kharif crops include _________.,Rice and Sugarcane,Cotton and maize,Bajra and Jawar,All of them,D
2344,Total area of Pakistan:,"596,090 sq. km","686,096 sq. km","796,096 sq. km","776,086 sq. km",C
2345,The voter turnout was _______ percent in the 2008 general elections.,40,42,44,46,C
2346,Who imposed the first martial law in Pakistan?,Iskander Mirza,Ayub Khan,Yahya Khan,None of these,A
2347,The Objective Resolution was presented in the Constituent Assembly by ____?,Khawaja Nazimuddin,Liaquat Ali Khan,Ghulam Muhammad,A. K. Fazlul Huq,B
2348,Who is the President of the Oxford Union from Pakistan?,Israr Kakar,Imran Khan,Amjad Saqib,Khurram Dastagir,A
2349,Harappa near Sahiwal was the center of ______.,Greek civilization,Persian civilization,Muslim civilization,Indus Valley civilization,D
2350,What was the initial membership of the Muslim League?,100,250,400,500,C
2351,Shah Abdul Latif was a Sufi poet from:,Punjab,Sindh,Balochistan,Peshawar,B
2352,Pakistan joined the South East Asia Treaty Organization (SEATO) in the year:,1951,1952,1953,1954,D
2353,Benazir Bhutto was assassinated on __________.,"On December 26, 2007","On December 27, 2007","On December 28, 2007","On December 29, 2007",B
2354,Who was the first governor of Sindh?,Ghulam Hussain Hidayatullah,Ayub Khuhro,Dinshaw Maneckji,Shaikh Din Muhammad,A
2355,Pakistan and China established diplomatic relations on:,on 21 May 1950,on 21 May 1951,on 21 May 1952,None of these,B
2356,The Malakand Pass connects ________.,Dir with Chitral,Peshawar with Chitral,Bannu with Afghanistan,Gilgit with Kashgar,B
2357,Gwadar was purchased from Oman in:,1953,1957,1958,1959,C
2358,The Delhi proposals were published in which year?,in 1925,in 1926,in 1927,in 1928,C
2359,Which of the following is a function of State Bank of Pakistan?,Prepare annual budget,Regulate Monetary Policy,Open account of General Public,None of these,B
2360,"Name the cricket stadium located in Khyber Agency, inaugurated by General Raheel Sharif in November 2016.",Younis Khan Cricket Stadium,Shahid Afridi Cricket Stadium,Gaddafi Stadium,Arbab Niaz Stadium,B
2361,When was the Indian Council Act passed?,1855,1858,1861,1884,C
2362,At what age was Muhammad bin Qasim put to death?,Seventeen (17),Twenty-five (25),Thirty (30),Twenty (20),D
2363,When did Pakistan sign the Convention on the Rights of Persons with Disabilities?,2007,2008,2009,2010,B
2364,"Which territory was separated from India under the Government of India Act, 1935?",Ceylon,Burma,Afghanistan,Nepal,B
2365,A referendum on allowing Pervez Musharraf to continue as President for five years was held in Pakistan on:,"on Apr 30, 99","on Apr 30, 00","on Apr 30, 01","on Apr 30, 02",D
2366,Which book of Allama Iqbal was published in 1923?,Baal-e-Jibreel,Bang-e-Dara,Payam-i-Mashriq,Zaboor-e-Ajam,C
2367,In which city was the Indus Waters Treaty signed by the Prime Minister of India and the President of Pakistan?,Karachi,Lahore,Delhi,Kolkata,A
2368,When was the Oil and Gas Development Company Limited (OGDCL) founded?,"On June 20, 1961","On August 20, 1961","On September 20, 1961","On October 20, 1961",C
2369,Who murdered Sultan Jalaluddin Khalji to capture the throne of Delhi in 1296?,Alauddin,Kaimurs,Kaiqabad,Mubarak Khan,A
2370,Pakistan won its only Gold Medal in the Commonwealth Games 2018 in:,Wrestling,Hockey,Archery,None of these,A
2371,"Ahmad Khan Kharal, the famous character of the War of Independence, belonged to?",Gogera,Satiana,Jhamra,Cheecha Watni,A
2372,Who was the first Muslim Commander-in-Chief of the Pakistan Army?,Admiral Muhammad Siddiq,Field Marshal Muhammad Ayub Khan,General Muhammad Zia-ul-Haq,General Tikka Khan,B
2373,What was the original name of the Mughal emperor Jahangir?,Khurram,Sheikhu,Salim,Daniyal,C
2374,Which was the first country to recognize Pakistan after its independence?,Egypt,Saudi Arabia,Indonesia,Iran,D
2375,"What was the real name of the renowned Islamic scholar Shah Waliullah, born in 1703?",Qutbuddin Ahmad,Abdul Rahim,Mir Qamaruddin,Siraj-ud-Daula,A
2376,"Which Sultan of Delhi has been termed the ""Mad Monarch"" by some historians?",Muhammad bin Tughluq,Ghiyasuddin Balban,Alauddin Khalji,Ghiyasuddin Tughluq,A
2377,How many battles of Panipat have there been?,One,Two,Three,Four,C
2378,"After the War of Independence of 1857, the British Government assumed control of India through the _____________.","Indian Councils Act, 1861",Queen's Proclamation of 1858,"Queen's Order, 1857","East India Company Order, 1858",B
2379,Who was the President of the USA during the First World War?,Franklin D. Roosevelt,Theodore Roosevelt,Woodrow Wilson,Harry Truman,C
2380,The Pakistan Navy celebrates 'Navy Day' every year on __________ to honor the heroic achievements of Navy Ghazis and Shuhadas.,On September 3,On September 5,On September 7,On September 8,D
2381,Which Province of Pakistan is called 'Bab-ul-Islam' (Gateway of Islam)?,Sindh,Punjab,Balochistan,Khyber Pakhtunkhwa,A
2382,The Fourth Mysore War was fought in:,1799,1789,1800,1803,A
2383,Noori Jam Tamachi is a famous Sindhi folk tale. Noori's grave is in the middle of _________ Lake.,Haleji,Manchar,Keenjhar,Hadero,C
2384,The total length of the Siachen Glacier is:,69 km,70.5 km,Approximately 76 km,72.5 km,C
2385,When were the Hudood Ordinances promulgated by the President/CMLA?,In February 1979,In March 1979,In April 1979,In May 1979,A
2386,Who was the driving force behind the Diamer Bhasha and Mohmand Dams Fund?,Justice Mansoor Ali Shah,Justice Saqib Nisar,Mr. Sajid Nisar,Justice Azmat Saeed,B
2387,Khanki Headworks is situated on the River Chenab in which District?,Narowal,Gujranwala,Mianwali,Lahore,B
2388,Pakistan conducted a successful launch of the Ghauri missile system on October 8 in:,2017,2018,2019,None of these,B
2389,The former capital of Pakistan is:,Lahore,Karachi,Peshawar,Hyderabad,B
2390,The Pakistan Atomic Energy Commission was established in:,in 1950,in 1956,in 1960,in 1965,B
2391,Makli graveyard is located near:,Hyderabad,Jamshoro,Thatta,Larkana,C
2392,"On 3 September 1977, Bhutto was charged with:",High Treason,Conspiracy to murder,Corruption,Rigging the elections,B
2393,The Cabinet Mission reached Delhi on:,on 24th February 1946,on 24th March 1946,on 24th April 1946,on 24th May 1946,B
2394,Pakistan Steel Mills was established on:,1971,1972,1973,1974,C
2395,The Mutiny War occurred in:,1857,1867,1877,None of these,A
2396,"In Pakistan, _______ of the population lives below the national poverty line, according to a 2017 estimate.",52.30 percent,29.50 percent,34.50 percent,41.50 percent,B
2397,Which is the longest railway tunnel in Pakistan?,Lowari Tunnel,Khojak Tunnel,Kachura Tunnel,Atrak Tunnel,B
2398,Who translated the Objectives Resolution into Urdu?,Quaid-e-Azam,Maulana Shabir Ahmad Usmani,Begum Maulana Mohammad Ali Jauhar,None of these,B
2399,The largest dam in Pakistan by structural volume is ____________.,Tarbela Dam,Mangla Dam,Warsak Dam,None of these,A
2400,When was the National Bank of Pakistan established?,1947,1948,1949,None of these,C
2401,When was Lucknow recaptured by British forces?,1857,1858,1859,1761,B
2402,Which city of Sindh is famous for 'Palla' fish?,Dadu,Jamshoro,Hala,Sukkur,B
2403,Who was the founder of the daily Nawa-e-Waqt?,Hameed Nizami,Zia Shahid,Majeed Nizami,Arif Nizami,A
