Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
2002,The operating system is the most common type of ______ software.,Communication,Application,System,None of these,C
2003,Ctrl+Shift+< is used for _____.,Font size,Redo,Delete,None of these,A
2004,Which of these terms refers to the sharpness or clarity of an image?,Width,Resolution,Dot pitch,Depth,B
2005,Which of the following is not a part of the standard MS Office suite?,Word Processor,Database,Image Editor,File Manager,C
2006,"To change margin settings in Word 2016, click Layout on the menu bar and then point to the Page Margins.",File,Layout,Format,Tool,B
2007,"In MS PowerPoint, the slide master option is available in the ____ Tab.",Home,Insert,View,Design,C
2008,What characteristic of read-only memory (ROM) makes it useful?,ROM information can be easily updated,"Data in ROM is non-volatile, that is, it remains there even without electrical power",ROM provides very large amounts of inexpensive data storage,ROM chips are easily swapped between different brands of computers,B
2009,What is the last step in data encapsulation?,User information is changed into data,Frames are placed into bits,Segments are changed into datagram and packets,Packets are placed into logical frame,B
2010,Where can you find the Draw Table tool button in Microsoft Word?,Formatting toolbar,Drawing toolbar,Standard toolbar,Tables and Formatting toolbar,D
2011,"Desktop computer is small general-purpose microcomputer, but larger than a portable computer.",Hybrid,Digital,Desktop,Laptop,C
2012,"What is the overall term for creating, editing, formatting, storing, retrieving, and printing",text document? Word processing,Spreadsheet design,Web design,Database management,A
2013,"What is the shortcut key to ""Center Align"" the selected text?",Ctrl + C,Ctrl + E,Ctrl + F,Ctrl + D,B
2014,Which company is the biggest player in the microprocessor industry?,Motorola,IBM,Intel,AMD,C
2015,Which command selects all objects at one time when selecting multiple objects to be deleted?,Alt + a,Ctrl + a,Shift + Enter,"Edit, Select All",D
2016,To delete the selected text press:,Ctrl,Alt,Home,Delete,D
2017,4 nibbles equals to:,2 bits,4 bits,2 bytes,4 bytes,C
2018,"Which of the following buttons will allow you to add, delete, or change records in your Data Source?",'Data Source' button,'Edit' button,'Edit Data Source' button,'Data Editing' button,C
2019,Identify the true statement about a computer.,"Computers are 100 percent accurate but it can suffer from GIGO (Garbage In, Garbage Out)",Computers are reliable because they use an electronic component which has a very low failure rate,A computer is never tired and does not suffer from boredom,All of the above,D
2020,Which one of the following is a semiconductor device that is used to increase the power of the incoming signals by preserving the shape of the original signal?,Diode,Transistor,Flip-flop,Register,B
2021,Which toolbar has a slide design option in MS PowerPoint?,Drawing toolbar,Standard toolbar,Formatting toolbar,None of these,D
2022,A compiler is also a:,Software,Program,Code,All of these,B
2023,The Autosum feature:,Extends a sequential series of data.,Automatically adds a range of cell values.,Applies a border around the selected cells.,None of these,B
2024,The first completely 64-bit compatible version of Android was:,Android 4.0 Ice Cream Sandwich,Android 5.0 Lollipop,Android 3.0 Honeycomb,Android 2.3 Gingerbread,B
2025,A webpage has a unique address called:,Domain name,URL,IP address,None of these,B
2026,The title page of a document is called:,Authoring page,Cover page,Text page,None of these,B
2027,"By default, PowerPoint adds a blank ____ slide when you first start.",Title,First,Content slide,Quote slide,A
2028,ASP stands for:,Active Start Pages,Action Start Pages,Active Server Pages,Active Standalone Pages,C
2029,Which shortcut key is used to open an existing file in MS Word?,Ctrl+N,Ctrl+O,Ctrl+R,Ctrl+1,B
2030,What is a Document Outline View in Ms Word?,A preview in a full screen,A preview with margins,A View with a margins and gutter,A view with a structure of heading at various levels,D
2031,A number system that represents values using eight distinct symbols is called:,Octal,Binary,Decimal,None of these,A
2032,A Cathode Ray Tube is a form of:,Keyboard,Mouse,Monitor,Mother board,C
2033,To start a slide show of a presentation:,F3,F5,F7,F9,B
2034,"To insert a hyperlink in a slide, you should:",Choose Insert >> Hyperlink,Press Ctrl + K,Hyperlinks can't be inserted in slides,Both a & b,D
2035,Ctrl + H Shortcut key is used in Microsoft Word to:,Open Find and Replace Dialog box with activating Replace Tab,Open Format Dialog box activating Insert Hyper Link tab,Open Insert Dialog box activating Insert Hyper Link Tab,Open Insert Hyper Link Dialog box,A
2036,RJ45 UTP cable has ______ pairs of cables.,2 pair,3 pair,4 pair,8 pair,C
2037,"Random access is the ability of a device to ""jump"" directly to the requested data.",Sequential Access,Random access,Quick Access,All of above,B
2038,"In Excel, which key is used to create a formula to sum all of the above cells?",Ctrl+=,Alt+-,Alt+=,Ctrl+-,C
2039,"If the page size increases, the internal fragmentation:",Increases,Decreases,Remains constant,None of these,A
2040,______ is the default location for deleted files in windows?,Desktop,Downloads folder,Recycle Bin,None of these,D
2041,"When a logic bomb is activated by a time-related event, it is known as a:",Time-related bomb sequence,Virus,Time bomb,Trojan horse,C
2042,Which one of the following is an input device?,Monitor,Scanner,Printer,Speaker,B
2043,Where is the Computer BIOS stored?,DRAM,Flash,SRAM,None of these,B
2044,"In Excel, what is a Data Series defined as?",A type of chart,A cell reference,A collection of related data,A division of results,C
2045,A feature of MS Office that saves the document automatically after a certain interval is called?,Save,Save As,AutoSave,None of these,C
2046,"In a Windows PC, the shortcut for copying in Microsoft Word is:",CTRL + A,CTRL + B,CTRL + C,CTRL + V,C
2047,What symbol must we use when we enter a formula in MS Excel?,Comma,Equal sign (=),Apostrophe,None of these,B
2048,Half of a byte is called:,Transistor,Compiler,Nibble,Binary Digit,C
2049,Which of the following is not used to access the web?,ISDN,Modem,UDP,DSL,C
2050,Which of the following panes is not available in the Task Pane?,Getting started,Clip Art,WordArt,Search results,C
2051,Which of the following is not a type of software:,System software,Application software,Utility Software,Entertainment software,D
2052,The End Keyboard Key is used in Microsoft Word to:,Moves the cursor to the end of the line,Moves the cursor to the end of the document,Moves the cursor to the end of the paragraph,Moves the cursor to the end of the screen,A
2053,The shortcut key for Window Refreshing is:,F12,F9,F2,F5,D
2054,"In MS Excel 2016, the 'Conditional Formatting' option is available in the '''' menu.",Insert,Page Layout,Formulas,Home,D
2055,An electronic logic gate whose output is logic 0 only when all inputs are logic 1 is:,NOR,NAND,OR,NOT,B
2056,Which one is an output device?,Keyboard,Printer,Scanner,None of these,B
2057,Which statement is valid about a computer program?,It is understood by a programmer,It is understood by a user,Both A & B,It is understood by a computer,D
2058,Which key is used for a Slide Show in PowerPoint?,F3,F5,F7,None of these,B
2059,Which of the following is the slowest in accessing data?,Zip disk,Hard disk,Floppy disk,Magnetic disk,C
2060,Statistical calculations and preparation of tables and graphs can be done using:,Excel,Notepad,PowerPoint,Adobe Photoshop,A
2061,"In computer disk storage, a subdivision on a magnetic disk or optical disk is called ____.",Track,ROM,Sector,None of these,C
2062,The new name of Facebook is:,Meta,Beta,Delta,Face point,A
2063,CTRL+S is used as:,save the document with same name,Save the document with different name,Rename the document,None of these,A
2064,Which shortcut key is used to insert the trademark (TM) symbol?,Ctrl+Alt+T,Ctrl+Alt+TM,Ctrl+Alt+ST,Ctrl+Alt+TT,A
2065,The speed of an internet connection is measured in:,GHz,Dpl,Ppm,Mbps,D
2066,"To view a website, we use _____.",Browser,Whatsapp,Email,None of these,A
2067,The first web browser is:,Internet explorer,Chrome,Yahoo,World Wide Web,D
2068,Which of the key is used to close the active window?,Alt+F4,Esc+F4,Ctrl+F4,Alt+F5,A
2069,Which command can be set to prohibit or allow a cell entry?,Background error checking,Data validation,Go To Special,Evaluate formula,B
2070,WWW stands for,World Whole Web,Wide World Web,Web World Wide,World Wide Web,D
2071,Primary key is:,Uniquely identifies each record,Cannot be repeated,Auto number is the example of primary key,All of these,D
2072,The storage capacity of a magnetic disk depends on:,Tracks per inch of surface,Bits per inch of tracks,Disk pack in disk surface,All of above,D
2073,The minimum and maximum font size in MS Word is:,"6, 500","8, 72","6, 75",None of these,B
2074,Which of the following is not anti-virus software:,NAV,F-Prot,Oracle,McAfee,C
2075,An email cannot be sent without:,Subject,Attachment,Receiver's email address,Receiver's password,C
2076,Which among the following is the smallest unit of storage?,Bit,Nibble,Byte,Megabyte,A
2077,When you link data maintained in an Excel workbook to a Word document:,The Word document cannot be edited,The Word document contains a reference to the original source application,The Word document must contain a hyperlink,The Word document contains a copy of the actual data,B
2078,What type of operating system is MS-DOS?,Command Line Interface,Graphical User Interface,Multitasking,Menu Driven Interface,A
2079,"HTML stands for HyperText Markup Language, is used for creating:",Web Pages,Web Server,Websites,None of these,A
2080,Dot matrix is a type of:,Scanner,Printer,Storage device,Display device,B
2081,Slide show options available to the presenter include all of the following except:,Transitions command,Speaker notes command,Meeting reminder command,Navigation commands,A
2082,What is the smallest width of a column in MS Word?,0'',0.5'',1'',1.5'',B
2083,Which of the following is used to reset highlighted text to the default font in MS Word?,Ctrl+ Spacebar,Ctrl+ Alt,Ctrl+ F2,Ctrl+ F6,A
2084,Mainframe computers are of large size.,Micro,Mainframe,Super,Mini,B
2085,"Ms Word, by default, places a tab stop at every .5"" mark on the ruler.",.25″,.5″,.75″,1″,B
